id,first_name,last_name,email,gender,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score
1430,Meherin,Chowdhury,meherin.chowdhury.1430@gslingacademy.com,Female,TRUE,14,Civil,70,65,61,53,62,68
1431,Tamanna,Uddin,tamanna.uddin.1431@gslingacademy.com,Female,FALSE,18,Doctor,95,67,87,100,98,83
1432,Anika,Chowdhury,anika.chowdhury.1432@gslingacademy.com,Female,TRUE,22,Doctor,85,83,74,100,94,92
1433,Nabil,Chowdhury,nabil.chowdhury.1433@gslingacademy.com,Male,FALSE,13,Lawyer,65,69,66,58,72,93
1434,Shakil,Uddin,shakil.uddin.1434@gslingacademy.com,Male,TRUE,21,Civil,87,71,79,79,78,69
1435,Tanjim,Alam,tanjim.alam.1435@gslingacademy.com,Male,FALSE,20,Lawyer,74,69,77,62,77,50
1436,Farhan,Hasan,farhan.hasan.1436@gslingacademy.com,Male,TRUE,31,Biotechnology,38,52,39,73,61,63
1437,Ayesha,Hossain,ayesha.hossain.1437@gslingacademy.com,Female,TRUE,28,Biotechnology,76,69,78,90,85,95
1438,Tamanna,Alam,tamanna.alam.1438@gslingacademy.com,Female,TRUE,30,Doctor,100,89,94,94,93,100
1439,Sumaiya,Ahmed,sumaiya.ahmed.1439@gslingacademy.com,Female,FALSE,32,Lawyer,90,64,84,88,87,100
1440,Anika,Hossain,anika.hossain.1440@gslingacademy.com,Female,TRUE,25,Biotechnology,76,71,71,79,71,89
1441,Ayesha,Alam,ayesha.alam.1441@gslingacademy.com,Female,FALSE,11,Civil,62,60,95,71,89,73
1442,Farhan,Ahmed,farhan.ahmed.1442@gslingacademy.com,Male,FALSE,13,Biotechnology,68,88,78,75,77,85
1443,Ayesha,Chowdhury,ayesha.chowdhury.1443@gslingacademy.com,Female,FALSE,13,Doctor,97,76,91,90,93,100
1444,Fahim,Hossain,fahim.hossain.1444@gslingacademy.com,Male,TRUE,11,Lawyer,82,79,51,82,68,75
1445,Fatima,Ahmed,fatima.ahmed.1445@gslingacademy.com,Female,TRUE,25,Lawyer,78,75,81,78,87,98
1446,Meherin,Hossain,meherin.hossain.1446@gslingacademy.com,Female,TRUE,7,Biotechnology,84,58,81,73,88,78
1447,Rafi,Hasan,rafi.hasan.1447@gslingacademy.com,Male,FALSE,28,Engineer,98,79,98,100,84,99
1448,Mim,Khan,mim.khan.1448@gslingacademy.com,Female,TRUE,6,Civil,81,77,87,86,99,82
1449,Sadia,Rahman,sadia.rahman.1449@gslingacademy.com,Female,FALSE,25,Civil,77,68,87,92,81,65
1450,Anika,Hossain,anika.hossain.1450@gslingacademy.com,Female,FALSE,20,Biotechnology,85,59,84,77,82,80
1451,Fahim,Kabir,fahim.kabir.1451@gslingacademy.com,Male,TRUE,14,Biotechnology,83,68,84,66,68,72
1452,Meherin,Chowdhury,meherin.chowdhury.1452@gslingacademy.com,Female,FALSE,16,Lawyer,58,58,61,77,59,65
1453,Nusrat,Khan,nusrat.khan.1453@gslingacademy.com,Female,TRUE,19,Civil,100,90,91,85,83,85
1454,Anika,Islam,anika.islam.1454@gslingacademy.com,Female,FALSE,18,Lawyer,62,48,86,70,61,77
1455,Sumaiya,Khan,sumaiya.khan.1455@gslingacademy.com,Female,FALSE,19,Biotechnology,93,83,71,90,79,77
1456,Tanjim,Islam,tanjim.islam.1456@gslingacademy.com,Male,TRUE,21,Civil,68,64,70,74,63,24
1457,Hasan,Uddin,hasan.uddin.1457@gslingacademy.com,Male,FALSE,9,Lawyer,71,59,68,68,75,63
1458,Fatima,Hasan,fatima.hasan.1458@gslingacademy.com,Female,FALSE,22,Biotechnology,69,75,80,82,86,76
1459,Maliha,Alam,maliha.alam.1459@gslingacademy.com,Female,TRUE,29,Lawyer,83,75,73,94,86,99
1460,Sabbir,Khan,sabbir.khan.1460@gslingacademy.com,Male,FALSE,18,Lawyer,69,65,71,72,96,95
1461,Tanvir,Islam,tanvir.islam.1461@gslingacademy.com,Male,FALSE,20,Biotechnology,72,88,72,95,77,94
1462,Mim,Hasan,mim.hasan.1462@gslingacademy.com,Female,FALSE,21,Biotechnology,58,64,64,85,80,66
1463,Tamanna,Khan,tamanna.khan.1463@gslingacademy.com,Female,TRUE,5,Lawyer,57,57,51,47,66,54
1464,Rahim,Hossain,rahim.hossain.1464@gslingacademy.com,Male,TRUE,20,Biotechnology,75,65,68,83,81,71
1465,Sadia,Ahmed,sadia.ahmed.1465@gslingacademy.com,Female,FALSE,31,Lawyer,86,69,77,73,81,84
1466,Hasan,Khan,hasan.khan.1466@gslingacademy.com,Male,FALSE,32,Doctor,91,72,78,91,99,68
1467,Meherin,Alam,meherin.alam.1467@gslingacademy.com,Female,FALSE,13,Biotechnology,62,65,74,75,71,73
1468,Mim,Alam,mim.alam.1468@gslingacademy.com,Female,FALSE,14,Civil,61,59,75,76,66,71
1469,Fatima,Khan,fatima.khan.1469@gslingacademy.com,Female,TRUE,11,Lawyer,64,64,67,69,71,68
1470,Tanvir,Ahmed,tanvir.ahmed.1470@gslingacademy.com,Male,TRUE,24,Biotechnology,91,86,86,83,77,84
1471,Farhan,Hasan,farhan.hasan.1471@gslingacademy.com,Male,TRUE,28,Biotechnology,78,82,79,77,60,74
1472,Fahim,Uddin,fahim.uddin.1472@gslingacademy.com,Male,TRUE,19,Lawyer,84,82,96,94,89,100
1473,Anika,Khan,anika.khan.1473@gslingacademy.com,Female,FALSE,26,Doctor,95,100,84,90,95,91
1474,Ayesha,Chowdhury,ayesha.chowdhury.1474@gslingacademy.com,Female,TRUE,9,Lawyer,45,53,56,65,49,62
1475,Anika,Hasan,anika.hasan.1475@gslingacademy.com,Female,FALSE,31,Lawyer,52,33,57,58,44,60
1476,Farhan,Hossain,farhan.hossain.1476@gslingacademy.com,Male,FALSE,22,Biotechnology,59,75,88,67,74,73
1477,Nabil,Ahmed,nabil.ahmed.1477@gslingacademy.com,Male,FALSE,10,Lawyer,100,75,75,80,76,91
1478,Anika,Alam,anika.alam.1478@gslingacademy.com,Female,FALSE,18,Biotechnology,66,58,68,52,48,72
1479,Sabbir,Islam,sabbir.islam.1479@gslingacademy.com,Male,FALSE,14,Civil,76,88,71,92,82,91
1480,Hasan,Uddin,hasan.uddin.1480@gslingacademy.com,Male,FALSE,19,Lawyer,76,76,80,59,93,100
1481,Sadia,Chowdhury,sadia.chowdhury.1481@gslingacademy.com,Female,FALSE,15,Civil,92,80,49,74,58,84
1482,Fatima,Hasan,fatima.hasan.1482@gslingacademy.com,Female,FALSE,22,Biotechnology,66,68,64,73,57,63
1483,Meherin,Ahmed,meherin.ahmed.1483@gslingacademy.com,Female,FALSE,16,Lawyer,78,73,96,79,76,92
1484,Sabbir,Kabir,sabbir.kabir.1484@gslingacademy.com,Male,TRUE,8,Civil,53,78,74,84,58,66
1485,Rahim,Kabir,rahim.kabir.1485@gslingacademy.com,Male,FALSE,16,Biotechnology,61,54,67,65,73,80
1486,Rafi,Islam,rafi.islam.1486@gslingacademy.com,Male,FALSE,27,Civil,53,71,59,51,70,52
1487,Sumaiya,Alam,sumaiya.alam.1487@gslingacademy.com,Female,FALSE,16,Lawyer,93,64,67,79,71,58
1488,Sabbir,Khan,sabbir.khan.1488@gslingacademy.com,Male,TRUE,21,Lawyer,82,69,81,70,53,65
1489,Rahim,Hasan,rahim.hasan.1489@gslingacademy.com,Male,FALSE,23,Lawyer,84,54,71,77,76,64
1490,Maliha,Rahman,maliha.rahman.1490@gslingacademy.com,Female,TRUE,15,Lawyer,64,59,54,73,63,49
1491,Nabil,Hossain,nabil.hossain.1491@gslingacademy.com,Male,TRUE,20,Civil,80,73,79,72,87,78
1492,Tanjim,Ahmed,tanjim.ahmed.1492@gslingacademy.com,Male,TRUE,18,Engineer,100,80,97,91,85,85
1493,Meherin,Chowdhury,meherin.chowdhury.1493@gslingacademy.com,Female,TRUE,27,Biotechnology,83,75,83,80,81,92
1494,Tanjim,Rahman,tanjim.rahman.1494@gslingacademy.com,Male,FALSE,26,Civil,71,78,83,80,81,70
1495,Tamanna,Ahmed,tamanna.ahmed.1495@gslingacademy.com,Female,FALSE,34,Biotechnology,59,69,77,39,80,76
1496,Tanjim,Alam,tanjim.alam.1496@gslingacademy.com,Male,TRUE,24,Biotechnology,78,75,69,74,81,97
1497,Sabbir,Hasan,sabbir.hasan.1497@gslingacademy.com,Male,TRUE,15,Engineer,91,90,91,100,74,69
1498,Rahim,Alam,rahim.alam.1498@gslingacademy.com,Male,TRUE,28,Lawyer,68,50,91,63,79,76
1499,Shakil,Chowdhury,shakil.chowdhury.1499@gslingacademy.com,Male,FALSE,27,Lawyer,88,67,71,91,70,81
1500,Rafi,Hasan,rafi.hasan.1500@gslingacademy.com,Male,FALSE,24,Biotechnology,71,58,73,50,73,81
1501,Shakil,Kabir,shakil.kabir.1501@gslingacademy.com,Male,TRUE,22,Civil,80,85,89,64,72,61
1502,Farhan,Hasan,farhan.hasan.1502@gslingacademy.com,Male,TRUE,15,Civil,64,55,55,83,67,46
1503,Sabbir,Kabir,sabbir.kabir.1503@gslingacademy.com,Male,TRUE,24,Civil,66,54,73,55,60,64
1504,Rafi,Kabir,rafi.kabir.1504@gslingacademy.com,Male,FALSE,17,Biotechnology,63,56,66,47,57,44
1505,Nusrat,Khan,nusrat.khan.1505@gslingacademy.com,Female,FALSE,31,Biotechnology,88,71,100,100,89,97
1506,Shakil,Islam,shakil.islam.1506@gslingacademy.com,Male,FALSE,13,Doctor,59,75,66,100,100,76
1507,Anika,Uddin,anika.uddin.1507@gslingacademy.com,Female,FALSE,20,Biotechnology,73,64,94,94,57,63
1508,Sabbir,Khan,sabbir.khan.1508@gslingacademy.com,Male,TRUE,25,Lawyer,53,38,59,59,35,56
1509,Nabil,Kabir,nabil.kabir.1509@gslingacademy.com,Male,TRUE,23,Civil,66,55,71,68,59,71
1510,Ayesha,Islam,ayesha.islam.1510@gslingacademy.com,Female,TRUE,19,Lawyer,65,71,66,74,77,84
1511,Tanjim,Hossain,tanjim.hossain.1511@gslingacademy.com,Male,FALSE,15,Civil,66,77,70,87,83,56
1512,Tamanna,Kabir,tamanna.kabir.1512@gslingacademy.com,Female,FALSE,30,Lawyer,74,84,85,93,79,91
1513,Fahim,Hasan,fahim.hasan.1513@gslingacademy.com,Male,TRUE,13,Biotechnology,71,59,68,39,68,61
1514,Tamanna,Islam,tamanna.islam.1514@gslingacademy.com,Female,FALSE,26,Lawyer,82,64,57,67,61,75
1515,Hasan,Uddin,hasan.uddin.1515@gslingacademy.com,Male,FALSE,23,Civil,78,58,81,60,67,67
1516,Tanjim,Uddin,tanjim.uddin.1516@gslingacademy.com,Male,TRUE,19,Civil,79,68,76,71,81,73
1517,Tanjim,Uddin,tanjim.uddin.1517@gslingacademy.com,Male,FALSE,26,Civil,53,58,73,70,89,71
1518,Hasan,Ahmed,hasan.ahmed.1518@gslingacademy.com,Male,FALSE,32,Biotechnology,83,71,80,76,77,97
1519,Rafi,Islam,rafi.islam.1519@gslingacademy.com,Male,TRUE,12,Biotechnology,93,66,77,94,72,78
1520,Nabil,Hossain,nabil.hossain.1520@gslingacademy.com,Male,FALSE,18,Biotechnology,100,85,81,87,82,91
1521,Hasan,Chowdhury,hasan.chowdhury.1521@gslingacademy.com,Male,FALSE,20,Civil,72,64,76,85,94,93
1522,Sabbir,Kabir,sabbir.kabir.1522@gslingacademy.com,Male,TRUE,23,Lawyer,84,79,99,84,79,93
1523,Maliha,Hossain,maliha.hossain.1523@gslingacademy.com,Female,TRUE,19,Biotechnology,88,95,82,95,60,87
1524,Sadia,Rahman,sadia.rahman.1524@gslingacademy.com,Female,FALSE,15,Lawyer,94,82,100,77,78,84
1525,Nabil,Hasan,nabil.hasan.1525@gslingacademy.com,Male,TRUE,14,Lawyer,73,60,76,64,59,67
1526,Meherin,Chowdhury,meherin.chowdhury.1526@gslingacademy.com,Female,TRUE,21,Lawyer,48,60,58,59,72,70
1527,Sumaiya,Hasan,sumaiya.hasan.1527@gslingacademy.com,Female,FALSE,15,Lawyer,70,68,86,83,64,73
1528,Nabil,Uddin,nabil.uddin.1528@gslingacademy.com,Male,FALSE,23,Civil,55,57,53,46,68,60
1529,Mim,Hasan,mim.hasan.1529@gslingacademy.com,Female,FALSE,14,Biotechnology,69,95,90,79,70,60
1530,Anika,Islam,anika.islam.1530@gslingacademy.com,Female,TRUE,19,Lawyer,58,54,41,46,64,46
1531,Sabbir,Hasan,sabbir.hasan.1531@gslingacademy.com,Male,TRUE,13,Lawyer,62,77,63,84,78,74
1532,Sabbir,Hasan,sabbir.hasan.1532@gslingacademy.com,Male,TRUE,18,Lawyer,62,72,54,54,58,48
1533,Fatima,Alam,fatima.alam.1533@gslingacademy.com,Female,FALSE,19,Doctor,65,80,69,96,90,73
1534,Tanvir,Kabir,tanvir.kabir.1534@gslingacademy.com,Male,FALSE,18,Biotechnology,51,33,35,70,65,51
1535,Tanjim,Khan,tanjim.khan.1535@gslingacademy.com,Male,TRUE,26,Engineer,100,71,93,94,88,82
1536,Maliha,Kabir,maliha.kabir.1536@gslingacademy.com,Female,FALSE,9,Civil,68,58,63,55,58,74
1537,Ayesha,Khan,ayesha.khan.1537@gslingacademy.com,Female,FALSE,19,Lawyer,90,76,94,81,84,99
1538,Rafi,Hossain,rafi.hossain.1538@gslingacademy.com,Male,TRUE,7,Lawyer,67,63,61,47,77,73
1539,Ayesha,Chowdhury,ayesha.chowdhury.1539@gslingacademy.com,Female,FALSE,13,Biotechnology,75,73,89,72,71,92
1540,Hasan,Islam,hasan.islam.1540@gslingacademy.com,Male,FALSE,30,Doctor,77,66,89,92,93,80
1541,Mim,Hasan,mim.hasan.1541@gslingacademy.com,Female,FALSE,26,Civil,60,52,81,67,61,72
1542,Mim,Khan,mim.khan.1542@gslingacademy.com,Female,TRUE,19,Engineer,100,92,92,99,88,97
1543,Anika,Hasan,anika.hasan.1543@gslingacademy.com,Female,FALSE,36,Lawyer,63,63,78,74,72,84
1544,Rahim,Alam,rahim.alam.1544@gslingacademy.com,Male,FALSE,19,Civil,81,61,64,74,83,64
1545,Fahim,Kabir,fahim.kabir.1545@gslingacademy.com,Male,TRUE,20,Biotechnology,100,79,90,83,98,98
1546,Maliha,Chowdhury,maliha.chowdhury.1546@gslingacademy.com,Female,TRUE,14,Lawyer,73,64,51,73,89,46
1547,Sadia,Chowdhury,sadia.chowdhury.1547@gslingacademy.com,Female,TRUE,19,Biotechnology,75,67,94,72,76,91
1548,Rahim,Uddin,rahim.uddin.1548@gslingacademy.com,Male,TRUE,21,Biotechnology,71,70,54,85,61,81
1549,Sabbir,Uddin,sabbir.uddin.1549@gslingacademy.com,Male,TRUE,13,Lawyer,65,65,47,64,65,52
1550,Hasan,Hossain,hasan.hossain.1550@gslingacademy.com,Male,TRUE,24,Lawyer,76,78,75,93,77,72
1551,Fatima,Uddin,fatima.uddin.1551@gslingacademy.com,Female,FALSE,12,Biotechnology,58,58,71,65,68,54
1552,Mim,Ahmed,mim.ahmed.1552@gslingacademy.com,Female,TRUE,21,Civil,64,75,79,88,76,69
1553,Meherin,Khan,meherin.khan.1553@gslingacademy.com,Female,TRUE,12,Civil,74,68,71,52,60,56
1554,Meherin,Hossain,meherin.hossain.1554@gslingacademy.com,Female,TRUE,16,Lawyer,60,43,70,78,53,56
1555,Tanjim,Khan,tanjim.khan.1555@gslingacademy.com,Male,TRUE,9,Civil,80,57,100,85,71,95
1556,Rafi,Chowdhury,rafi.chowdhury.1556@gslingacademy.com,Male,FALSE,23,Lawyer,80,63,61,82,70,75
1557,Sumaiya,Ahmed,sumaiya.ahmed.1557@gslingacademy.com,Female,FALSE,24,Biotechnology,71,79,71,66,70,69
1558,Hasan,Ahmed,hasan.ahmed.1558@gslingacademy.com,Male,FALSE,14,Civil,90,80,89,89,92,100
1559,Nabil,Khan,nabil.khan.1559@gslingacademy.com,Male,FALSE,23,Civil,81,77,90,100,84,100
1560,Meherin,Chowdhury,meherin.chowdhury.1560@gslingacademy.com,Female,TRUE,17,Engineer,93,72,94,95,73,66
1561,Farhan,Alam,farhan.alam.1561@gslingacademy.com,Male,TRUE,25,Biotechnology,84,74,63,63,80,73
1562,Sadia,Uddin,sadia.uddin.1562@gslingacademy.com,Female,TRUE,7,Civil,85,60,79,93,77,66
1563,Ayesha,Kabir,ayesha.kabir.1563@gslingacademy.com,Female,FALSE,16,Civil,84,83,72,87,84,74
1564,Sabbir,Ahmed,sabbir.ahmed.1564@gslingacademy.com,Male,TRUE,16,Civil,61,54,69,46,74,81
1565,Rafi,Uddin,rafi.uddin.1565@gslingacademy.com,Male,TRUE,21,Biotechnology,84,81,83,66,66,77
1566,Tanjim,Khan,tanjim.khan.1566@gslingacademy.com,Male,FALSE,6,Civil,63,50,66,80,55,51
1567,Fatima,Uddin,fatima.uddin.1567@gslingacademy.com,Female,TRUE,8,Lawyer,84,85,100,87,81,100
1568,Sadia,Khan,sadia.khan.1568@gslingacademy.com,Female,FALSE,26,Lawyer,66,49,57,47,51,44
1569,Ayesha,Ahmed,ayesha.ahmed.1569@gslingacademy.com,Female,FALSE,20,Civil,61,51,79,65,70,60
1570,Hasan,Ahmed,hasan.ahmed.1570@gslingacademy.com,Male,FALSE,30,Civil,75,51,81,67,86,48
1571,Meherin,Kabir,meherin.kabir.1571@gslingacademy.com,Female,TRUE,13,Biotechnology,56,61,56,57,68,66
1572,Ayesha,Khan,ayesha.khan.1572@gslingacademy.com,Female,TRUE,12,Biotechnology,52,79,60,59,77,73
1573,Fatima,Islam,fatima.islam.1573@gslingacademy.com,Female,TRUE,16,Biotechnology,80,64,98,100,88,86
1574,Tanjim,Hossain,tanjim.hossain.1574@gslingacademy.com,Male,TRUE,14,Civil,93,69,76,75,87,84
1575,Tamanna,Hossain,tamanna.hossain.1575@gslingacademy.com,Female,FALSE,30,Doctor,87,85,87,92,97,98
1576,Nusrat,Kabir,nusrat.kabir.1576@gslingacademy.com,Female,TRUE,11,Civil,90,78,79,86,87,71
1577,Mim,Kabir,mim.kabir.1577@gslingacademy.com,Female,TRUE,25,Doctor,86,89,100,100,93,86
1578,Hasan,Alam,hasan.alam.1578@gslingacademy.com,Male,TRUE,23,Civil,77,85,86,82,74,90
1579,Shakil,Islam,shakil.islam.1579@gslingacademy.com,Male,FALSE,11,Biotechnology,57,55,75,67,68,81
1580,Sadia,Chowdhury,sadia.chowdhury.1580@gslingacademy.com,Female,TRUE,23,Biotechnology,62,82,78,65,76,78
1581,Sabbir,Chowdhury,sabbir.chowdhury.1581@gslingacademy.com,Male,FALSE,13,Civil,89,59,88,78,62,86
1582,Meherin,Khan,meherin.khan.1582@gslingacademy.com,Female,TRUE,20,Biotechnology,76,87,67,94,88,82
1583,Sabbir,Kabir,sabbir.kabir.1583@gslingacademy.com,Male,FALSE,14,Lawyer,72,56,52,51,72,61
1584,Farhan,Ahmed,farhan.ahmed.1584@gslingacademy.com,Male,FALSE,9,Civil,85,76,92,70,61,82
1585,Tanvir,Alam,tanvir.alam.1585@gslingacademy.com,Male,FALSE,16,Biotechnology,64,62,57,86,89,81
1586,Farhan,Hasan,farhan.hasan.1586@gslingacademy.com,Male,TRUE,37,Civil,84,73,82,100,82,88
1587,Anika,Alam,anika.alam.1587@gslingacademy.com,Female,TRUE,18,Lawyer,66,39,68,62,59,48
1588,Fahim,Chowdhury,fahim.chowdhury.1588@gslingacademy.com,Male,FALSE,19,Civil,86,69,91,84,100,92
1589,Tanjim,Rahman,tanjim.rahman.1589@gslingacademy.com,Male,TRUE,19,Biotechnology,68,76,63,84,80,85
1590,Rahim,Khan,rahim.khan.1590@gslingacademy.com,Male,TRUE,24,Biotechnology,61,67,56,75,79,64
1591,Rafi,Alam,rafi.alam.1591@gslingacademy.com,Male,FALSE,17,Lawyer,74,48,39,55,54,58
1592,Hasan,Uddin,hasan.uddin.1592@gslingacademy.com,Male,FALSE,15,Biotechnology,67,57,55,67,70,48
1593,Ayesha,Islam,ayesha.islam.1593@gslingacademy.com,Female,TRUE,17,Biotechnology,80,77,78,59,76,77
1594,Meherin,Islam,meherin.islam.1594@gslingacademy.com,Female,TRUE,24,Civil,62,68,69,61,70,72
1595,Anika,Kabir,anika.kabir.1595@gslingacademy.com,Female,TRUE,25,Biotechnology,90,70,83,85,76,73
1596,Hasan,Hossain,hasan.hossain.1596@gslingacademy.com,Male,FALSE,15,Civil,96,95,93,68,65,79
1597,Ayesha,Islam,ayesha.islam.1597@gslingacademy.com,Female,FALSE,22,Lawyer,52,63,39,37,67,42
1598,Rahim,Ahmed,rahim.ahmed.1598@gslingacademy.com,Male,TRUE,20,Biotechnology,64,71,84,69,72,57
1599,Fatima,Rahman,fatima.rahman.1599@gslingacademy.com,Female,TRUE,18,Lawyer,93,68,100,87,100,88
1600,Maliha,Chowdhury,maliha.chowdhury.1600@gslingacademy.com,Female,TRUE,19,Biotechnology,47,54,52,45,55,76
1601,Sabbir,Islam,sabbir.islam.1601@gslingacademy.com,Male,FALSE,14,Lawyer,40,55,54,89,63,62
1602,Nusrat,Chowdhury,nusrat.chowdhury.1602@gslingacademy.com,Female,TRUE,23,Civil,68,51,57,50,62,72
1603,Ayesha,Kabir,ayesha.kabir.1603@gslingacademy.com,Female,TRUE,27,Biotechnology,53,55,44,52,59,58
1604,Rahim,Alam,rahim.alam.1604@gslingacademy.com,Male,FALSE,27,Doctor,90,88,88,95,100,89
1605,Sabbir,Alam,sabbir.alam.1605@gslingacademy.com,Male,TRUE,30,Lawyer,97,77,83,74,88,52
1606,Hasan,Islam,hasan.islam.1606@gslingacademy.com,Male,TRUE,21,Civil,98,96,66,79,80,97
1607,Hasan,Hasan,hasan.hasan.1607@gslingacademy.com,Male,FALSE,25,Lawyer,55,54,70,72,45,76
1608,Fatima,Chowdhury,fatima.chowdhury.1608@gslingacademy.com,Female,TRUE,9,Biotechnology,84,63,66,83,85,80
1609,Rafi,Islam,rafi.islam.1609@gslingacademy.com,Male,TRUE,23,Civil,66,40,64,63,64,68
1610,Nusrat,Alam,nusrat.alam.1610@gslingacademy.com,Female,TRUE,17,Biotechnology,76,69,60,60,75,75
1611,Meherin,Hasan,meherin.hasan.1611@gslingacademy.com,Female,FALSE,35,Doctor,92,80,79,90,98,92
1612,Nabil,Ahmed,nabil.ahmed.1612@gslingacademy.com,Male,FALSE,6,Civil,83,68,78,75,66,76
1613,Tanvir,Chowdhury,tanvir.chowdhury.1613@gslingacademy.com,Male,TRUE,21,Lawyer,59,62,72,74,76,77
1614,Rahim,Khan,rahim.khan.1614@gslingacademy.com,Male,FALSE,17,Biotechnology,79,66,88,65,85,95
1615,Meherin,Hasan,meherin.hasan.1615@gslingacademy.com,Female,FALSE,21,Biotechnology,57,65,70,68,67,62
1616,Farhan,Khan,farhan.khan.1616@gslingacademy.com,Male,TRUE,24,Lawyer,86,90,88,74,81,87
1617,Rafi,Alam,rafi.alam.1617@gslingacademy.com,Male,FALSE,36,Civil,89,53,83,73,77,94
1618,Mim,Uddin,mim.uddin.1618@gslingacademy.com,Female,TRUE,15,Lawyer,60,78,68,76,58,68
1619,Maliha,Alam,maliha.alam.1619@gslingacademy.com,Female,FALSE,36,Civil,55,70,78,74,64,62
1620,Ayesha,Uddin,ayesha.uddin.1620@gslingacademy.com,Female,TRUE,22,Biotechnology,83,82,81,78,82,66
1621,Farhan,Uddin,farhan.uddin.1621@gslingacademy.com,Male,TRUE,17,Biotechnology,59,60,66,52,57,69
1622,Tamanna,Rahman,tamanna.rahman.1622@gslingacademy.com,Female,TRUE,15,Lawyer,69,71,63,69,74,81
1623,Nabil,Rahman,nabil.rahman.1623@gslingacademy.com,Male,FALSE,22,Biotechnology,71,74,69,86,71,76
1624,Mim,Kabir,mim.kabir.1624@gslingacademy.com,Female,FALSE,20,Biotechnology,93,55,72,90,67,69
1625,Meherin,Kabir,meherin.kabir.1625@gslingacademy.com,Female,TRUE,24,Lawyer,58,75,79,63,80,80
1626,Ayesha,Hasan,ayesha.hasan.1626@gslingacademy.com,Female,TRUE,16,Lawyer,78,39,45,59,58,42
1627,Farhan,Hasan,farhan.hasan.1627@gslingacademy.com,Male,TRUE,12,Biotechnology,71,68,73,57,59,86
1628,Sabbir,Kabir,sabbir.kabir.1628@gslingacademy.com,Male,FALSE,13,Biotechnology,83,65,90,79,95,60
1629,Fahim,Khan,fahim.khan.1629@gslingacademy.com,Male,FALSE,20,Lawyer,56,35,49,60,35,47
1630,Tanvir,Kabir,tanvir.kabir.1630@gslingacademy.com,Male,TRUE,32,Lawyer,64,65,60,61,77,72
1631,Rafi,Hasan,rafi.hasan.1631@gslingacademy.com,Male,FALSE,17,Lawyer,70,81,65,84,62,74
1632,Hasan,Rahman,hasan.rahman.1632@gslingacademy.com,Male,FALSE,25,Lawyer,84,93,82,87,90,82
1633,Farhan,Hossain,farhan.hossain.1633@gslingacademy.com,Male,TRUE,11,Biotechnology,36,53,64,55,69,77
1634,Sadia,Rahman,sadia.rahman.1634@gslingacademy.com,Female,TRUE,13,Lawyer,73,64,45,55,61,68
1635,Shakil,Hossain,shakil.hossain.1635@gslingacademy.com,Male,TRUE,14,Lawyer,72,80,67,59,64,79
1636,Fahim,Chowdhury,fahim.chowdhury.1636@gslingacademy.com,Male,TRUE,18,Civil,74,46,80,76,91,71
1637,Anika,Rahman,anika.rahman.1637@gslingacademy.com,Female,FALSE,28,Doctor,95,86,89,92,90,68
1638,Sumaiya,Uddin,sumaiya.uddin.1638@gslingacademy.com,Female,FALSE,19,Biotechnology,80,52,66,98,73,100
1639,Tanvir,Khan,tanvir.khan.1639@gslingacademy.com,Male,TRUE,31,Lawyer,76,65,86,66,56,67
1640,Tanjim,Islam,tanjim.islam.1640@gslingacademy.com,Male,FALSE,23,Biotechnology,53,54,53,38,41,70
1641,Mim,Islam,mim.islam.1641@gslingacademy.com,Female,TRUE,26,Biotechnology,74,57,67,76,77,76
1642,Rahim,Alam,rahim.alam.1642@gslingacademy.com,Male,FALSE,18,Lawyer,75,67,77,75,69,78
1643,Nabil,Rahman,nabil.rahman.1643@gslingacademy.com,Male,FALSE,24,Lawyer,69,78,97,85,60,66
1644,Tanjim,Alam,tanjim.alam.1644@gslingacademy.com,Male,TRUE,18,Civil,81,58,68,58,72,68
1645,Sabbir,Alam,sabbir.alam.1645@gslingacademy.com,Male,TRUE,10,Lawyer,80,78,93,79,80,97
1646,Sadia,Kabir,sadia.kabir.1646@gslingacademy.com,Female,FALSE,11,Civil,63,72,100,74,67,61
1647,Nabil,Kabir,nabil.kabir.1647@gslingacademy.com,Male,FALSE,24,Biotechnology,84,70,93,96,70,84
1648,Anika,Hossain,anika.hossain.1648@gslingacademy.com,Female,FALSE,20,Biotechnology,76,83,76,100,77,64
1649,Farhan,Rahman,farhan.rahman.1649@gslingacademy.com,Male,FALSE,31,Lawyer,36,37,42,35,37,58
1650,Fahim,Rahman,fahim.rahman.1650@gslingacademy.com,Male,FALSE,12,Civil,77,70,73,84,88,78
1651,Mim,Khan,mim.khan.1651@gslingacademy.com,Female,FALSE,17,Civil,78,74,75,72,77,86
1652,Shakil,Chowdhury,shakil.chowdhury.1652@gslingacademy.com,Male,FALSE,14,Civil,89,68,80,87,81,61
1653,Nusrat,Alam,nusrat.alam.1653@gslingacademy.com,Female,FALSE,32,Lawyer,61,79,78,71,62,77
1654,Meherin,Hasan,meherin.hasan.1654@gslingacademy.com,Female,FALSE,20,Civil,58,86,88,72,80,70
1655,Tamanna,Hasan,tamanna.hasan.1655@gslingacademy.com,Female,FALSE,15,Civil,64,52,77,53,73,60
1656,Ayesha,Khan,ayesha.khan.1656@gslingacademy.com,Female,TRUE,19,Civil,61,54,39,37,45,57
