id,first_name,last_name,email,gender,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score
898,Sadia,Rahman,sadia,Female,FALSE,30,Biotechnology,97,78,94,97,96,88
899,Tamanna,Islam,tamanna,Female,TRUE,35,Civil,90,70,91,90,93,83
900,Ayesha,Ahmed,ayesha,Female,TRUE,35,Software Engineering,92,75,94,91,90,82
901,Maliha,Hasan,maliha,Female,TRUE,28,Civil,97,78,94,97,96,88
902,Anika,Hossain,anika,Female,FALSE,55,Doctor,90,75,92,91,95,80
903,Mim,Rahman,mim,Female,FALSE,50,Biotechnology,91,70,88,90,96,82
904,Fahim,Uddin,fahim,Male,FALSE,43,Doctor,90,76,94,90,92,82
905,Shakil,Islam,shakil,Male,TRUE,47,Biotechnology,91,76,90,98,95,88
906,Fatima,Islam,fatima,Female,TRUE,50,Doctor,90,78,90,97,91,86
907,Maliha,Uddin,maliha,Female,FALSE,45,Doctor,90,72,93,90,85,87
908,Tanvir,Khan,tanvir,Male,FALSE,31,Software Engineering,90,74,94,79,88,82
909,Sabbir,Alam,sabbir,Male,FALSE,28,Civil,91,80,79,89,96,81
910,Nusrat,Kabir,nusrat,Female,TRUE,44,Biomedical,78,80,79,83,76,90
911,Tanjim,Ahmed,tanjim,Male,TRUE,22,Lawyer,68,82,82,87,80,79
912,Maliha,Khan,maliha,Female,FALSE,34,Software Engineering,88,77,93,85,83,80
913,Farhan,Chowdhury,farhan,Male,TRUE,31,Civil,97,83,78,80,77,89
914,Nusrat,Kabir,nusrat,Female,FALSE,37,Lawyer,87,93,87,83,81,87
915,Tamanna,Hasan,tamanna,Female,TRUE,30,Civil,90,96,85,30,78,90
916,Fatima,Khan,fatima,Female,FALSE,30,Lawyer,78,95,78,90,96,84
917,Fatima,Uddin,fatima,Female,TRUE,55,Doctor,83,78,80,90,88,79
918,Rafi,Islam,rafi,Male,TRUE,59,Biotechnology,87,80,95,95,93,86
919,Fahim,Hasan,fahim,Male,TRUE,32,Lawyer,80,97,76,80,87,90
920,Sabbir,Chowdhury,sabbir,Male,TRUE,34,Biotechnology,87,80,88,84,80,85
921,Meherin,Hossain,meherin,Female,TRUE,27,Software Engineering,90,83,75,96,90,74
922,Tanjim,Uddin,tanjim,Male,FALSE,45,Doctor,90,72,93,90,85,87
923,Maliha,Rahman,maliha,Female,TRUE,31,Software Engineering,90,74,94,79,88,82
924,Tanvir,Rahman,tanvir,Male,FALSE,28,Civil,91,80,79,89,96,81
925,Ayesha,Khan,ayesha,Female,TRUE,44,Biomedical,78,80,79,83,76,90
926,Nusrat,Ahmed,nusrat,Female,FALSE,22,Lawyer,68,82,82,87,80,79
927,Nabil,Chowdhury,nabil,Male,TRUE,34,Software Engineering,88,77,93,85,83,80
928,Fatima,Alam,fatima,Female,TRUE,31,Civil,97,83,78,80,77,89
929,Nabil,Khan,nabil,Male,TRUE,37,Lawyer,87,93,87,83,81,87
930,Sabbir,Rahman,sabbir,Male,FALSE,30,Civil,90,96,85,30,78,90
931,Nusrat,Ahmed,nusrat,Female,FALSE,30,Lawyer,78,95,78,90,96,84
932,Sumaiya,Hossain,sumaiya,Female,FALSE,55,Doctor,83,78,80,90,88,79
933,Sadia,Hossain,sadia,Female,FALSE,45,Biotechnology,84,82,89,92,81,82
934,Rahim,Khan,rahim,Male,FALSE,34,Lawyer,80,82,87,90,85,80
935,Anika,Hossain,anika,Female,TRUE,32,Civil,90,66,89,80,90,78
936,Tanjim,Khan,tanjim,Male,FALSE,55,Doctor,87,78,76,80,84,77
937,Sadia,Kabir,sadia,Female,TRUE,37,Civil,90,88,79,70,81,78
938,Sumaiya,Ahmed,sumaiya,Female,FALSE,30,Lawyer,75,98,78,85,90,83
939,Nabil,Chowdhury,nabil,Male,FALSE,52,Doctor,84,87,94,93,90,72
940,Tanjim,Hasan,tanjim,Male,TRUE,44,Biomedical,83,70,87,95,90,80
941,Tamanna,Islam,tamanna,Female,FALSE,55,Biotechnology,84,84,85,78,92,98
942,Tanvir,Uddin,tanvir,Male,TRUE,32,Lawyer,75,87,73,93,78,80
943,Shakil,Khan,shakil,Male,TRUE,30,Lawyer,82,87,87,88,89,70
944,Sabbir,Rahman,sabbir,Male,TRUE,52,Biomedical,80,89,90,80,82,80
945,Anika,Uddin,anika,Female,FALSE,37,Software Engineering,90,78,90,87,78,79
946,Nabil,Rahman,nabil,Male,TRUE,32,Civil,90,78,91,97,95,88
947,Farhan,Hasan,farhan,Male,FALSE,54,Doctor,90,75,85,89,90,85
948,Nabil,Uddin,nabil,Male,FALSE,54,Biotechnology,86,78,80,90,97,78
949,Ayesha,Alam,ayesha,Female,TRUE,58,Biomedical,80,74,80,77,82,80
950,Rafi,Chowdhury,rafi,Male,TRUE,39,Software Engineering,88,86,80,83,82,85
951,Farhan,Uddin,farhan,Male,TRUE,30,Lawyer,89,87,96,95,94,95
952,Tanjim,Rahman,tanjim,Male,TRUE,67,Doctor,97,93,80,95,97,80
953,Fatima,Alam,fatima,Female,FALSE,43,Biotechnology,85,80,80,80,86,90
954,Fatima,Khan,fatima,Female,FALSE,28,Lawyer,80,89,93,80,91,88
955,Sumaiya,Uddin,sumaiya,Female,FALSE,31,Civil,90,83,90,90,97,89
956,Tamanna,Uddin,tamanna,Female,FALSE,45,Doctor,80,89,86,98,94,80
957,Meherin,Kabir,meherin,Female,TRUE,44,Biotechnology,80,84,97,90,80,80
958,Fahim,Uddin,fahim,Male,FALSE,30,Civil,98,80,85,96,98,87
959,Anika,Hasan,anika,Female,TRUE,48,Biomedical,95,80,98,97,84,75
960,Rafi,Alam,rafi,Male,TRUE,39,Civil,90,80,81,74,86,93
961,Ayesha,Hossain,ayesha,Female,TRUE,36,Lawyer,96,90,87,95,90,80
962,Ayesha,Hossain,ayesha,Female,TRUE,44,Biotechnology,85,88,89,96,97,82
963,Hasan,Hasan,hasan,Male,TRUE,43,Biomedical,87,80,90,97,92,83
964,Rafi,Kabir,rafi,Male,TRUE,32,Software Engineering,97,80,97,87,84,94
965,Rafi,Hossain,rafi,Male,FALSE,35,Civil,98,73,86,92,95,82
966,Tanvir,Kabir,tanvir,Male,TRUE,57,Doctor,92,85,74,72,84,76
967,Mim,Chowdhury,mim,Female,FALSE,30,Lawyer,89,90,85,96,90,87
968,Rahim,Islam,rahim,Male,TRUE,51,Biomedical,87,78,93,98,87,87
969,Tamanna,Islam,tamanna,Female,TRUE,26,Civil,91,80,84,95,96,80
970,Rahim,Ahmed,rahim,Male,FALSE,44,Biotechnology,93,80,57,65,76,66
971,Rafi,Uddin,rafi,Male,FALSE,32,Civil,95,76,84,90,95,84
972,Nabil,Uddin,nabil,Male,TRUE,32,Software Engineering,95,77,70,98,80,80
973,Hasan,Islam,hasan,Male,TRUE,30,Lawyer,84,90,97,65,87,85
974,Fahim,Hossain,fahim,Male,FALSE,45,Doctor,95,80,90,65,97,89
975,Shakil,Kabir,shakil,Male,TRUE,48,Biotechnology,86,80,73,65,98,87
976,Mim,Ahmed,mim,Female,FALSE,51,Doctor,93,80,90,91,95,85
977,Fatima,Islam,fatima,Female,FALSE,40,Biomedical,86,78,90,96,93,80
978,Shakil,Hasan,shakil,Male,TRUE,42,Biomedical,87,78,85,96,95,87
979,Meherin,Alam,meherin,Female,TRUE,28,Civil,91,80,93,98,87,87
980,Tanvir,Hossain,tanvir,Male,FALSE,34,Biotechnology,93,80,84,95,87,80
981,Tanvir,Islam,tanvir,Male,FALSE,26,Civil,95,76,90,82,88,85
982,Nusrat,Kabir,nusrat,Female,TRUE,32,Software Engineering,95,77,90,87,85,81
983,Sumaiya,Kabir,sumaiya,Female,FALSE,30,Lawyer,84,90,91,88,80,85
984,Sabbir,Ahmed,sabbir,Male,TRUE,55,Doctor,95,80,90,96,96,86
985,Sumaiya,Chowdhury,sumaiya,Female,TRUE,38,Biotechnology,86,80,82,95,90,89
986,Rahim,Khan,rahim,Male,TRUE,55,Doctor,93,80,90,91,96,85
987,Fatima,Hossain,fatima,Female,FALSE,50,Biomedical,86,78,90,96,97,80
988,Nabil,Rahman,nabil,Male,TRUE,37,Lawyer,80,82,96,77,80,78
989,Tanjim,Uddin,tanjim,Male,FALSE,44,Biotechnology,83,78,92,99,90,91
990,Hasan,Islam,hasan,Male,TRUE,32,Civil,97,80,96,85,80,73
991,Sumaiya,Ahmed,sumaiya,Female,TRUE,38,Software Engineering,93,80,85,90,86,88
992,Ayesha,Hasan,ayesha,Female,TRUE,30,Civil,95,80,90,95,84,85
993,Fahim,Hossain,fahim,Male,FALSE,45,Doctor,90,83,95,97,98,82
994,Hasan,Hossain,hasan,Male,FALSE,55,Biotechnology,85,80,80,95,95,84
995,Fahim,Uddin,fahim,Male,TRUE,48,Doctor,88,80,93,94,95,87
996,Anika,Alam,anika,Female,TRUE,38,Biotechnology,98,93,94,87,90,81
997,Farhan,Uddin,farhan,Male,TRUE,47,Doctor,93,80,90,91,95,85
998,Farhan,Uddin,farhan,Male,FALSE,55,Biomedical,86,78,90,96,96,80
999,Meherin,Khan,meherin,Female,FALSE,31,Lawyer,80,82,96,77,80,78
1000,Tamanna,Hossain,tamanna,Female,FALSE,29,Software Engineering,83,78,92,99,80,91
1001,Rafi,Islam,rafi,Male,FALSE,27,Civil,97,80,96,85,88,73
1002,Shakil,Kabir,shakil,Male,TRUE,28,Lawyer,80,97,76,68,80,90
1003,Fahim,Uddin,fahim,Male,TRUE,44,Biotechnology,87,67,73,92,95,74
1004,Nusrat,Alam,nusrat,Female,FALSE,31,Software Engineering,90,83,88,84,91,85
1005,Mim,Kabir,mim,Female,TRUE,56,Doctor,90,72,75,96,95,74
1006,Shakil,Alam,shakil,Male,TRUE,28,Software Engineering,90,74,93,90,88,87
1007,Rafi,Uddin,rafi,Male,FALSE,28,Civil,91,80,94,79,86,82
1008,Rahim,Khan,rahim,Male,TRUE,44,Biomedical,78,68,79,89,97,81
1009,Shakil,Kabir,shakil,Male,TRUE,32,Lawyer,68,82,79,83,80,90
1010,Nabil,Islam,nabil,Male,FALSE,45,Doctor,90,72,93,90,85,87
1011,Maliha,Khan,maliha,Female,TRUE,31,Software Engineering,90,74,94,79,88,82
1012,Shakil,Ahmed,shakil,Male,FALSE,28,Civil,91,80,79,89,96,81
1013,Rahim,Rahman,rahim,Male,TRUE,44,Biomedical,78,80,79,83,76,90
1014,Fatima,Hasan,fatima,Female,FALSE,22,Lawyer,68,82,82,87,80,79
1015,Sumaiya,Islam,sumaiya,Female,FALSE,34,Software Engineering,88,77,93,85,83,80
1016,Shakil,Rahman,shakil,Male,TRUE,31,Civil,97,83,78,80,77,89
1017,Ayesha,Hossain,ayesha,Female,TRUE,37,Lawyer,87,93,87,83,81,87
1018,Farhan,Chowdhury,farhan,Male,FALSE,30,Civil,90,96,85,30,78,90
1019,Tamanna,Hasan,tamanna,Female,FALSE,30,Lawyer,78,95,78,90,96,84
1020,Ayesha,Alam,ayesha,Female,FALSE,55,Doctor,83,78,80,90,88,79
1021,Meherin,Alam,meherin,Female,TRUE,59,Biotechnology,87,80,95,95,93,86
1022,Sabbir,Hasan,sabbir,Male,TRUE,32,Lawyer,80,97,76,80,87,90
1023,Ayesha,Uddin,ayesha,Female,TRUE,34,Biotechnology,87,80,88,84,80,85
1024,Rafi,Hasan,rafi,Male,FALSE,27,Software Engineering,90,83,75,96,90,74
1025,Anika,Khan,anika,Female,FALSE,45,Doctor,90,72,93,90,85,87
1026,Tanjim,Khan,tanjim,Male,FALSE,31,Software Engineering,90,74,94,79,88,82
1027,Tanjim,Chowdhury,tanjim,Male,TRUE,28,Civil,91,80,79,89,96,81
1028,Meherin,Kabir,meherin,Female,TRUE,44,Biomedical,78,80,79,83,76,90
1029,Sabbir,Alam,sabbir,Male,TRUE,22,Lawyer,68,82,82,87,80,79
1030,Fatima,Hossain,fatima,Female,TRUE,34,Software Engineering,88,77,93,85,83,80
1031,Tanvir,Chowdhury,tanvir,Male,FALSE,31,Civil,97,83,78,80,77,89
1032,Fatima,Uddin,fatima,Female,FALSE,37,Lawyer,87,93,87,83,81,87
1033,Fahim,Uddin,fahim,Male,TRUE,30,Civil,90,96,85,30,78,90
1034,Nabil,Alam,nabil,Male,TRUE,30,Lawyer,78,95,78,90,96,84
1035,Shakil,Khan,shakil,Male,TRUE,55,Doctor,83,78,80,90,88,79
1036,Maliha,Hossain,maliha,Female,FALSE,45,Biotechnology,84,82,89,92,81,82
1037,Sumaiya,Chowdhury,sumaiya,Female,TRUE,34,Lawyer,80,82,87,90,85,80
1038,Rahim,Hossain,rahim,Male,FALSE,32,Civil,90,66,89,80,90,78
1039,Anika,Uddin,anika,Female,FALSE,55,Doctor,87,78,76,80,84,77
1040,Farhan,Alam,farhan,Male,FALSE,37,Civil,90,88,79,70,81,78
1041,Meherin,Hasan,meherin,Female,TRUE,30,Lawyer,75,98,78,85,90,83
1042,Tanjim,Hossain,tanjim,Male,TRUE,52,Doctor,84,87,94,93,90,72
1043,Shakil,Khan,shakil,Male,FALSE,44,Biomedical,83,70,87,95,90,80
1044,Shakil,Ahmed,shakil,Male,FALSE,55,Biotechnology,84,84,85,78,92,98
1045,Fatima,Ahmed,fatima,Female,FALSE,32,Lawyer,75,87,73,93,78,80
1046,Shakil,Hossain,shakil,Male,TRUE,30,Lawyer,82,87,87,88,89,70
1047,Mim,Kabir,mim,Female,TRUE,52,Biomedical,80,89,90,80,82,80
1048,Tamanna,Kabir,tamanna,Female,TRUE,37,Software Engineering,90,78,90,87,78,79
1049,Sadia,Chowdhury,sadia,Female,FALSE,32,Civil,90,78,91,97,95,88
1050,Tanvir,Hossain,tanvir,Male,FALSE,54,Doctor,90,75,85,89,90,85
1051,Farhan,Alam,farhan,Male,TRUE,54,Biotechnology,86,78,80,90,97,78
1052,Sabbir,Alam,sabbir,Male,FALSE,58,Biomedical,80,74,80,77,82,80
1053,Mim,Kabir,mim,Female,FALSE,39,Software Engineering,88,86,80,83,82,85
1054,Rahim,Alam,rahim,Male,FALSE,30,Lawyer,89,87,96,95,94,95
1055,Sumaiya,Alam,sumaiya,Female,FALSE,67,Doctor,97,93,80,95,97,80
1056,Hasan,Chowdhury,hasan,Male,FALSE,43,Biotechnology,85,80,80,80,86,90
1057,Farhan,Alam,farhan,Male,FALSE,28,Lawyer,80,89,93,80,91,88
1058,Nabil,Kabir,nabil,Male,TRUE,31,Civil,90,83,90,90,97,89
1059,Farhan,Hossain,farhan,Male,TRUE,45,Doctor,80,89,86,98,94,80
1060,Maliha,Uddin,maliha,Female,FALSE,44,Biotechnology,80,84,97,90,80,80
1061,Tanvir,Kabir,tanvir,Male,FALSE,30,Civil,98,80,85,96,98,87
1062,Shakil,Rahman,shakil,Male,FALSE,48,Biomedical,95,80,98,97,84,75
1063,Anika,Ahmed,anika,Female,TRUE,39,Civil,90,80,81,74,86,93
1064,Sumaiya,Hasan,sumaiya,Female,FALSE,36,Lawyer,96,90,87,95,90,80
1065,Meherin,Ahmed,meherin,Female,FALSE,44,Biotechnology,85,88,89,96,97,82
1066,Sadia,Uddin,sadia,Female,TRUE,43,Biomedical,87,80,90,97,92,83
1067,Tamanna,Chowdhury,tamanna,Female,FALSE,32,Software Engineering,97,80,97,87,84,94
1068,Nabil,Islam,nabil,Male,TRUE,35,Civil,98,73,86,92,95,82
1069,Sumaiya,Alam,sumaiya,Female,FALSE,57,Doctor,92,85,74,72,84,76
1070,Ayesha,Hossain,ayesha,Female,FALSE,30,Lawyer,89,90,85,96,90,87
1071,Sabbir,Rahman,sabbir,Male,FALSE,51,Biomedical,87,78,93,98,87,87
1072,Nusrat,Uddin,nusrat,Female,TRUE,26,Civil,91,80,84,95,96,80
1073,Nabil,Ahmed,nabil,Male,TRUE,44,Biotechnology,93,80,57,65,76,66
1074,Sadia,Ahmed,sadia,Female,TRUE,32,Civil,95,76,84,90,95,84
1075,Nabil,Hasan,nabil,Male,FALSE,32,Software Engineering,95,77,70,98,80,80
1076,Sumaiya,Chowdhury,sumaiya,Female,TRUE,30,Lawyer,84,90,97,65,87,85
1077,Hasan,Hasan,hasan,Male,TRUE,45,Doctor,95,80,90,65,97,89
1078,Rafi,Ahmed,rafi,Male,TRUE,48,Biotechnology,86,80,73,65,98,87
1079,Anika,Ahmed,anika,Female,FALSE,51,Doctor,93,80,90,91,95,85
1080,Rahim,Hossain,rahim,Male,TRUE,40,Biomedical,86,78,90,96,93,80
1081,Nusrat,Rahman,nusrat,Female,FALSE,42,Biomedical,87,78,85,96,95,87
1082,Anika,Chowdhury,anika,Female,TRUE,28,Civil,91,80,93,98,87,87
1083,Rafi,Chowdhury,rafi,Male,TRUE,34,Biotechnology,93,80,84,95,87,80
1084,Tanjim,Kabir,tanjim,Male,FALSE,26,Civil,95,76,90,82,88,85
1085,Sumaiya,Hossain,sumaiya,Female,TRUE,32,Software Engineering,95,77,90,87,85,81
1086,Tanvir,Hossain,tanvir,Male,FALSE,30,Lawyer,84,90,91,88,80,85
1087,Ayesha,Khan,ayesha,Female,FALSE,55,Doctor,95,80,90,96,96,86
1088,Tanvir,Islam,tanvir,Male,TRUE,38,Biotechnology,86,80,82,95,90,89
1089,Meherin,Khan,meherin,Female,FALSE,55,Doctor,93,80,90,91,96,85
1090,Maliha,Kabir,maliha,Female,TRUE,50,Biomedical,86,78,90,96,97,80
1091,Mim,Khan,mim,Female,FALSE,37,Lawyer,80,82,96,77,80,78
1092,Sabbir,Hossain,sabbir,Male,FALSE,44,Biotechnology,83,78,92,99,90,91
1093,Nusrat,Rahman,nusrat,Female,FALSE,32,Civil,97,80,96,85,80,73
1094,Meherin,Khan,meherin,Female,FALSE,38,Software Engineering,93,80,85,90,86,88
1095,Anika,Hasan,anika,Female,TRUE,30,Civil,95,80,90,95,84,85
1096,Fatima,Kabir,fatima,Female,FALSE,45,Doctor,90,83,95,97,98,82
1097,Rafi,Kabir,rafi,Male,TRUE,55,Biotechnology,85,80,80,95,95,84
1098,Fahim,Chowdhury,fahim,Male,TRUE,48,Doctor,88,80,93,94,95,87
1099,Sadia,Hasan,sadia,Female,FALSE,38,Biotechnology,98,93,94,87,90,81
1100,Nusrat,Alam,nusrat,Female,TRUE,47,Doctor,93,80,90,91,95,85
1101,Meherin,Chowdhury,meherin,Female,TRUE,55,Biomedical,86,78,90,96,96,80
1102,Meherin,Alam,meherin,Female,TRUE,31,Lawyer,80,82,96,77,80,78
1103,Tanvir,Alam,tanvir,Male,TRUE,29,Software Engineering,83,78,92,99,80,91
1104,Tamanna,Uddin,tamanna,Female,TRUE,27,Civil,97,80,96,85,88,73
1105,Sumaiya,Hossain,sumaiya,Female,TRUE,28,Lawyer,80,97,76,68,80,90
1106,Rahim,Islam,rahim,Male,FALSE,44,Biotechnology,87,67,73,92,95,74
1107,Tanvir,Rahman,tanvir,Male,TRUE,31,Software Engineering,90,83,88,84,91,85
1108,Shakil,Hasan,shakil,Male,FALSE,56,Doctor,90,72,75,96,95,74
1109,Mim,Alam,mim,Female,TRUE,28,Software Engineering,90,74,93,90,88,87
1110,Nabil,Hossain,nabil,Male,FALSE,28,Civil,91,80,94,79,86,82
1111,Tamanna,Chowdhury,tamanna,Female,TRUE,44,Biomedical,78,68,79,89,97,81
1112,Sumaiya,Hossain,sumaiya,Female,FALSE,32,Lawyer,68,82,79,83,80,90
1113,Hasan,Uddin,hasan,Male,TRUE,27,Software Engineering,88,77,82,87,80,79
1114,Ayesha,Rahman,ayesha,Female,FALSE,31,Civil,97,65,93,85,88,80
1115,Meherin,Islam,meherin,Female,FALSE,23,Lawyer,87,93,78,80,80,89
1116,Shakil,Hasan,shakil,Male,TRUE,30,Civil,90,96,87,83,80,87
1117,Tamanna,Islam,tamanna,Female,FALSE,30,Lawyer,78,95,85,80,88,90
1118,Shakil,Ahmed,shakil,Male,TRUE,44,Doctor,83,78,78,90,90,84
1119,Sabbir,Islam,sabbir,Male,TRUE,48,Biotechnology,84,82,80,90,96,79
1120,Fahim,Hasan,fahim,Male,FALSE,30,Lawyer,80,82,89,92,80,82
1121,Sabbir,Uddin,sabbir,Male,FALSE,22,Civil,90,66,87,90,80,80
1122,Tamanna,Rahman,tamanna,Female,FALSE,44,Doctor,87,80,92,94,96,80
1123,Rahim,Hasan,rahim,Male,TRUE,34,Software Engineering,90,95,90,93,80,88
1124,Meherin,Uddin,meherin,Female,FALSE,35,Lawyer,87,90,86,78,88,90
1125,Hasan,Alam,hasan,Male,FALSE,29,Civil,90,80,95,80,88,86
1126,Fatima,Alam,fatima,Female,TRUE,27,Software Engineering,95,81,90,94,80,80
1127,Tanjim,Hossain,tanjim,Male,TRUE,24,Civil,95,78,93,87,80,82
1128,Farhan,Hasan,farhan,Male,TRUE,45,Biomedical,86,76,88,90,90,97
1129,Mim,Ahmed,mim,Female,TRUE,44,Biotechnology,94,73,86,94,96,91
1130,Anika,Uddin,anika,Female,FALSE,56,Doctor,90,75,91,97,98,88
1131,Tamanna,Hossain,tamanna,Female,TRUE,45,Biotechnology,86,78,85,89,96,85
1132,Rahim,Hossain,rahim,Male,FALSE,44,Biomedical,80,74,80,90,98,78
1133,Sabbir,Alam,sabbir,Male,TRUE,26,Software Engineering,88,86,80,77,89,80
1134,Mim,Ahmed,mim,Female,FALSE,32,Lawyer,89,87,80,83,86,85
1135,Shakil,Uddin,shakil,Male,FALSE,45,Doctor,97,93,96,95,96,95
1136,Sumaiya,Alam,sumaiya,Female,FALSE,55,Biotechnology,85,80,80,95,98,80
1137,Ayesha,Chowdhury,ayesha,Female,TRUE,30,Lawyer,80,89,80,80,86,90
1138,Sabbir,Kabir,sabbir,Male,FALSE,28,Civil,90,83,93,80,80,88
1139,Sabbir,Khan,sabbir,Male,TRUE,55,Doctor,80,89,90,90,96,89
1140,Fatima,Khan,fatima,Female,TRUE,43,Biotechnology,80,84,86,98,98,80
1141,Meherin,Islam,meherin,Female,TRUE,30,Civil,98,80,97,90,80,80
1142,Sumaiya,Rahman,sumaiya,Female,FALSE,45,Biomedical,95,80,85,96,98,87
1143,Rafi,Chowdhury,rafi,Male,TRUE,37,Civil,90,80,98,97,90,75
1144,Meherin,Hasan,meherin,Female,FALSE,29,Lawyer,96,90,81,74,80,93
1145,Fahim,Islam,fahim,Male,FALSE,44,Biotechnology,85,88,87,95,90,80
1146,Tanjim,Islam,tanjim,Male,FALSE,56,Biomedical,87,80,89,96,95,82
1147,Meherin,Kabir,meherin,Female,TRUE,29,Software Engineering,97,80,90,97,85,83
1148,Tanjim,Kabir,tanjim,Male,FALSE,34,Civil,98,73,97,87,89,94
1149,Maliha,Hossain,maliha,Female,FALSE,58,Doctor,92,85,86,92,96,82
1150,Anika,Rahman,anika,Female,TRUE,35,Lawyer,89,90,74,72,98,76
1151,Sumaiya,Kabir,sumaiya,Female,TRUE,55,Biomedical,87,78,85,96,90,87
1152,Tanvir,Ahmed,tanvir,Male,TRUE,14,Civil,91,80,93,98,80,87
1153,Sabbir,Kabir,sabbir,Male,FALSE,34,Biotechnology,93,80,84,95,95,80
1154,Nusrat,Ahmed,nusrat,Female,TRUE,28,Civil,95,76,90,82,91,85
1155,Rahim,Rahman,rahim,Male,TRUE,23,Civil,95,77,89,87,80,81
1156,Tanvir,Alam,tanvir,Male,FALSE,27,Lawyer,84,90,91,88,80,85
1157,Tanvir,Khan,tanvir,Male,FALSE,47,Doctor,95,80,86,96,95,86
1158,Fatima,Hasan,fatima,Female,FALSE,45,Biotechnology,86,80,82,95,97,89
1159,Maliha,Khan,maliha,Female,FALSE,44,Doctor,93,80,90,91,98,85
1160,Fahim,Islam,fahim,Male,TRUE,43,Biomedical,86,78,90,96,94,80
1161,Maliha,Khan,maliha,Female,TRUE,23,Software Engineering,95,77,90,87,80,81
1162,Nusrat,Alam,nusrat,Female,TRUE,27,Lawyer,84,90,91,88,80,85
1163,Fatima,Khan,fatima,Female,FALSE,44,Doctor,95,80,90,96,97,86
1164,Rahim,Chowdhury,rahim,Male,FALSE,55,Biotechnology,86,80,82,95,96,89
1165,Hasan,Chowdhury,hasan,Male,FALSE,44,Doctor,93,80,90,91,95,85
1166,Ayesha,Hasan,ayesha,Female,TRUE,37,Lawyer,90,90,88,90,90,84
1167,Fahim,Hossain,fahim,Male,FALSE,28,Civil,95,76,90,82,91,85
1168,Mim,Ahmed,mim,Female,FALSE,23,Civil,95,77,89,87,80,81
1169,Meherin,Islam,meherin,Female,TRUE,27,Lawyer,84,90,91,88,80,85
1170,Hasan,Islam,hasan,Male,FALSE,47,Doctor,95,80,86,96,95,86
1171,Rahim,Uddin,rahim,Male,FALSE,45,Biotechnology,86,80,82,95,97,89
1172,Meherin,Ahmed,meherin,Female,TRUE,44,Doctor,93,80,90,91,98,85
1173,Sadia,Kabir,sadia,Female,FALSE,43,Biomedical,86,78,90,96,94,80
1174,Nusrat,Khan,nusrat,Female,TRUE,23,Software Engineering,95,77,90,87,80,81
1175,Nusrat,Hossain,nusrat,Female,FALSE,27,Lawyer,84,90,91,88,80,85
1176,Nabil,Hasan,nabil,Male,FALSE,44,Doctor,95,80,90,96,97,86
1177,Shakil,Ahmed,shakil,Male,TRUE,55,Biotechnology,86,80,82,95,96,89
1178,Sabbir,Islam,sabbir,Male,FALSE,44,Doctor,93,80,90,91,95,85
1179,Sadia,Hasan,sadia,Female,TRUE,28,Software Engineering,90,74,93,90,88,87
1180,Ayesha,Kabir,ayesha,Female,TRUE,28,Civil,91,80,94,79,86,82
1181,Fatima,Rahman,fatima,Female,FALSE,44,Biomedical,78,68,79,89,97,81
1182,Rahim,Rahman,rahim,Male,TRUE,32,Lawyer,68,82,79,83,80,90
1183,Sabbir,Ahmed,sabbir,Male,TRUE,27,Software Engineering,88,77,82,87,80,79
1184,Shakil,Ahmed,shakil,Male,TRUE,31,Civil,97,65,93,85,88,80
1185,Fatima,Hasan,fatima,Female,TRUE,23,Lawyer,87,93,78,80,80,89
1186,Tanvir,Chowdhury,tanvir,Male,TRUE,30,Civil,90,96,87,83,80,87
1187,Farhan,Islam,farhan,Male,FALSE,30,Lawyer,78,95,85,80,88,90
1188,Fatima,Alam,fatima,Female,TRUE,44,Doctor,83,78,78,90,90,84
1189,Nusrat,Ahmed,nusrat,Female,TRUE,48,Biotechnology,84,82,80,90,96,79
1190,Fatima,Chowdhury,fatima,Female,FALSE,30,Lawyer,80,82,89,92,80,82
1191,Fahim,Khan,fahim,Male,FALSE,30,Lawyer,84,90,97,65,87,85
1192,Sabbir,Rahman,sabbir,Male,TRUE,45,Doctor,95,80,90,65,97,89
1193,Tanvir,Alam,tanvir,Male,TRUE,48,Biotechnology,86,80,73,65,98,87
1194,Sabbir,Chowdhury,sabbir,Male,TRUE,51,Doctor,93,80,90,91,95,85
1195,Tanvir,Alam,tanvir,Male,FALSE,40,Biomedical,86,78,90,96,93,80
1196,Sumaiya,Rahman,sumaiya,Female,FALSE,42,Biomedical,87,78,85,96,95,87
1197,Meherin,Rahman,meherin,Female,TRUE,28,Civil,91,80,93,98,87,87
1198,Sabbir,Alam,sabbir,Male,FALSE,34,Biotechnology,93,80,84,95,87,80
1199,Meherin,Ahmed,meherin,Female,TRUE,26,Civil,95,76,90,82,88,85
1200,Tanvir,Uddin,tanvir,Male,FALSE,32,Software Engineering,95,77,90,87,85,81
1201,Sabbir,Rahman,sabbir,Male,TRUE,30,Lawyer,84,90,91,88,80,85
1202,Tanvir,Khan,tanvir,Male,FALSE,55,Doctor,95,80,90,96,96,86
1203,Sumaiya,Khan,sumaiya,Female,TRUE,38,Biotechnology,86,80,82,95,90,89
1204,Nabil,Hossain,nabil,Male,TRUE,55,Doctor,93,80,90,91,96,85
1205,Maliha,Kabir,maliha,Female,FALSE,50,Biomedical,86,78,90,96,97,80
